Date,Close,Daily_Return,True_Regime
2022-11-23,84.68,-0.00591,0
2022-11-24,84.24,-0.00516,0
2022-11-25,84.29,0.00061,0
2022-11-28,83.76,-0.00636,0
2022-11-29,83.81,0.00056,0
2022-11-30,82.72,-0.01302,0
2022-12-01,82.57,-0.00187,0
2022-12-02,82.78,0.00251,0
2022-12-05,82.95,0.00204,0
2022-12-06,83.58,0.00765,0
2022-12-07,83.09,-0.00592,0
2022-12-08,83.11,0.00027,0
2022-12-09,83.64,0.00633,0
2022-12-12,83.85,0.00246,0
2022-12-13,84.32,0.0056,0
2022-12-14,83.78,-0.00635,0
2022-12-15,83.88,0.00118,0
2022-12-16,83.83,-0.00057,0
2022-12-19,83.95,0.00134,0
2022-12-20,83.61,-0.00401,0
2022-12-21,84.33,0.00859,0
2022-12-22,84.74,0.00488,0
2022-12-23,85.4,0.00775,0
2022-12-26,85.62,0.0025,0
2022-12-27,85.32,-0.00345,0
2022-12-28,85.7,0.00444,0
2022-12-29,86.45,0.00867,0
2022-12-30,86.66,0.00249,0
2023-01-02,86.25,-0.00475,0
2023-01-03,86.02,-0.0027,0
2023-01-04,85.94,-0.00087,1
2023-01-05,88.84,0.03313,1
2023-01-06,92.59,0.04138,1
2023-01-09,90.55,-0.02229,1
2023-01-10,91.17,0.00682,1
2023-01-11,89.72,-0.01607,1
2023-01-12,86.84,-0.03255,1
2023-01-13,87.9,0.01211,1
2023-01-16,88.06,0.00174,1
2023-01-17,88.34,0.00325,1
2023-01-18,87.84,-0.00575,1
2023-01-19,88.32,0.0055,1
2023-01-20,88.73,0.00458,1
2023-01-23,90.36,0.0183,1
2023-01-24,88.46,-0.02133,1
2023-01-25,90.2,0.01953,1
2023-01-26,91.64,0.01583,1
2023-01-27,92.19,0.00603,1
2023-01-30,92.1,-0.00107,1
2023-01-31,91.72,-0.00406,1
2023-02-01,91.37,-0.00386,1
2023-02-02,91.27,-0.00107,1
2023-02-03,87.9,-0.03761,1
2023-02-06,92.73,0.05341,1
2023-02-07,94.98,0.02401,1
2023-02-08,99.02,0.04167,1
2023-02-09,100.33,0.01317,1
2023-02-10,98.67,-0.01674,1
2023-02-13,99.63,0.00967,1
2023-02-14,100.2,0.00577,0
2023-02-15,99.1,-0.01102,2
2023-02-16,100.66,0.01556,2
2023-02-17,100.16,-0.00497,2
2023-02-20,101.04,0.00874,2
2023-02-21,102.82,0.01746,2
2023-02-22,103.17,0.00344,2
2023-02-23,104.16,0.00953,0
2023-02-24,103.34,-0.0079,0
2023-02-27,102.74,-0.00584,0
2023-02-28,102.32,-0.0041,0
2023-03-01,101.12,-0.01176,0
2023-03-02,100.18,-0.00939,0
2023-03-03,101.14,0.00954,0
2023-03-06,101.93,0.0078,0
2023-03-07,101.66,-0.00264,0
2023-03-08,103.1,0.01409,0
2023-03-09,103.0,-0.00098,0
2023-03-10,104.24,0.01197,0
2023-03-13,105.51,0.01212,0
2023-03-14,105.2,-0.00295,0
2023-03-15,105.81,0.00577,0
2023-03-16,106.61,0.0075,0
2023-03-17,106.28,-0.0031,0
2023-03-20,104.61,-0.01584,0
2023-03-21,105.19,0.00561,0
2023-03-22,104.75,-0.00426,0
2023-03-23,104.75,-1e-05,0
2023-03-24,104.95,0.00194,0
2023-03-27,105.4,0.00426,0
2023-03-28,105.26,-0.0013,0
2023-03-29,105.51,0.00237,0
2023-03-30,106.36,0.00799,0
2023-03-31,105.21,-0.01082,0
2023-04-03,104.41,-0.00766,0
2023-04-04,103.76,-0.00625,0
2023-04-05,103.51,-0.00237,0
2023-04-06,104.08,0.00543,0
2023-04-07,104.81,0.007,0
2023-04-10,104.77,-0.00037,0
2023-04-11,104.73,-0.00035,0
2023-04-12,105.69,0.00914,0
2023-04-13,105.91,0.00203,0
2023-04-14,105.75,-0.00147,0
2023-04-17,106.41,0.0062,0
2023-04-18,106.99,0.00547,0
2023-04-19,107.33,0.00317,0
2023-04-20,107.05,-0.00264,0
2023-04-21,106.51,-0.00506,0
2023-04-24,106.03,-0.00455,0
2023-04-25,105.58,-0.00424,0
2023-04-26,105.08,-0.00474,0
2023-04-27,104.83,-0.00236,0
2023-04-28,104.91,0.00072,0
2023-05-01,105.06,0.00141,0
2023-05-02,104.43,-0.00599,0
2023-05-03,104.67,0.00228,0
2023-05-04,104.81,0.00132,0
2023-05-05,104.82,0.00014,0
2023-05-08,104.52,-0.00282,0
2023-05-09,103.91,-0.00586,0
2023-05-10,104.35,0.0042,0
2023-05-11,104.49,0.00128,0
2023-05-12,104.79,0.00289,0
2023-05-15,104.6,-0.00176,0
2023-05-16,104.35,-0.00245,0
2023-05-17,105.07,0.00691,0
2023-05-18,106.85,0.01678,0
2023-05-19,106.74,-0.00097,0
2023-05-22,106.93,0.00171,0
2023-05-23,106.96,0.0003,0
2023-05-24,106.51,-0.00417,0
2023-05-25,106.31,-0.00189,0
2023-05-26,107.69,0.01286,0
2023-05-29,107.32,-0.00346,0
2023-05-30,107.45,0.00124,0
2023-05-31,107.12,-0.00308,0
2023-06-01,107.17,0.00045,0
2023-06-02,106.8,-0.00345,0
2023-06-05,106.56,-0.00226,0
2023-06-06,105.72,-0.00788,0
2023-06-07,105.86,0.00137,0
2023-06-08,105.72,-0.00136,0
2023-06-09,106.13,0.00387,0
2023-06-12,106.06,-0.00063,2
2023-06-13,105.14,-0.00873,2
2023-06-14,103.93,-0.01158,2
2023-06-15,103.93,4e-05,2
2023-06-16,105.59,0.01581,2
2023-06-19,104.88,-0.00672,2
2023-06-20,102.62,-0.02187,2
2023-06-21,102.87,0.00251,2
2023-06-22,104.36,0.01436,2
2023-06-23,105.05,0.00654,2
2023-06-26,103.53,-0.01453,2
2023-06-27,103.69,0.00151,2
2023-06-28,104.74,0.01011,2
2023-06-29,104.21,-0.00503,2
2023-06-30,103.54,-0.00646,2
2023-07-03,102.91,-0.00609,2
2023-07-04,102.68,-0.00229,2
2023-07-05,101.27,-0.01386,2
2023-07-06,101.51,0.0024,2
2023-07-07,101.81,0.00299,2
2023-07-10,102.15,0.00328,2
2023-07-11,102.1,-0.00044,2
2023-07-12,100.67,-0.01417,2
2023-07-13,100.59,-0.00073,0
2023-07-14,101.76,0.01156,0
2023-07-17,101.98,0.00214,0
2023-07-18,101.57,-0.00403,0
2023-07-19,102.02,0.00438,0
2023-07-20,103.21,0.01165,0
2023-07-21,103.51,0.0029,0
2023-07-24,103.49,-0.00019,0
2023-07-25,104.39,0.00864,0
2023-07-26,104.16,-0.00219,0
2023-07-27,104.87,0.00676,0
2023-07-28,104.6,-0.00259,0
2023-07-31,104.42,-0.00166,0
2023-08-01,104.98,0.00538,0
2023-08-02,105.86,0.00834,0
2023-08-03,105.88,0.00018,0
2023-08-04,108.85,0.0276,1
2023-08-07,109.63,0.00714,1
2023-08-08,107.37,-0.02076,1
2023-08-09,106.15,-0.01145,1
2023-08-10,107.3,0.01078,1
2023-08-11,110.71,0.03122,1
2023-08-14,113.22,0.0225,1
2023-08-15,115.85,0.02289,1
2023-08-16,112.04,-0.0334,1
2023-08-17,113.8,0.01557,1
2023-08-18,115.43,0.01422,1
2023-08-21,115.98,0.00474,1
2023-08-22,117.59,0.01381,1
2023-08-23,112.67,-0.04272,1
2023-08-24,106.49,-0.05645,1
2023-08-25,106.94,0.00427,1
2023-08-28,106.59,-0.00332,1
2023-08-29,105.83,-0.00712,1
2023-08-30,106.72,0.00832,1
2023-08-31,107.03,0.0029,1
2023-09-01,107.65,0.00581,1
2023-09-04,108.31,0.00613,0
2023-09-05,108.06,-0.00236,0
2023-09-06,108.36,0.00284,0
2023-09-07,108.03,-0.00307,0
2023-09-08,106.9,-0.01051,0
2023-09-11,106.8,-0.00098,0
2023-09-12,107.56,0.0071,0
2023-09-13,107.09,-0.00438,0
2023-09-14,107.45,0.00337,0
2023-09-15,108.12,0.00619,0
2023-09-18,108.68,0.00521,0
2023-09-19,108.35,-0.0031,0
2023-09-20,107.96,-0.0036,0
2023-09-21,108.07,0.00102,0
2023-09-22,108.32,0.00239,0
2023-09-25,108.83,0.00465,0
2023-09-26,109.34,0.00472,0
2023-09-27,111.21,0.01693,0
2023-09-28,112.29,0.00964,0
2023-09-29,112.14,-0.00131,0
2023-10-02,113.66,0.01343,0
2023-10-03,112.99,-0.00588,0
2023-10-04,112.4,-0.00529,0
2023-10-05,113.02,0.0055,0
2023-10-06,112.93,-0.00074,0
2023-10-09,111.4,-0.01362,0
2023-10-10,112.49,0.00967,0
2023-10-11,112.99,0.00447,0
2023-10-12,113.01,0.00017,0
2023-10-13,112.98,-0.00031,0
2023-10-16,112.92,-0.00052,0
2023-10-17,111.61,-0.01161,0
2023-10-18,111.11,-0.00457,0
2023-10-19,110.75,-0.00322,0
2023-10-20,111.56,0.00731,0
2023-10-23,111.26,-0.00267,0
2023-10-24,111.61,0.00306,0
2023-10-25,111.57,-0.00028,0
2023-10-26,111.07,-0.00452,0
2023-10-27,111.34,0.00241,0
2023-10-30,111.42,0.00069,0
2023-10-31,112.23,0.00726,0
